shape_id,shape_pt_lat,shape_pt_locsn,shape_pt_sequence,shape_dist_traveled
193053,38.783173,,20,
193053,38.78597,,21,
193053,38.78825,,22,
193053,38.788751,,23,
193053,38.79164,,24,
193053,38.793773,,25,
193054,38.7192,,1,
193054,38.721997,,2,
193054,38.723434,,3,
193054,38.723116,,4,
193054,38.722311,,5,
193054,38.720979,,6,
193054,38.719221,,7,
193054,38.717217,,8,
193054,38.715036,,9,
193054,38.713507,,10,
193054,38.713085,,11,
193054,38.712182,,12,
193054,38.711314,,13,
193054,38.710166,,14,
193054,38.710052,,15,
193054,38.709669,,16,
193054,38.708072,,17,
193054,38.708265,,18,
193054,38.710323,,19,
193054,38.710788,,20,
193054,38.710801,,21,
193054,38.711046,,22,
193054,38.711029,,23,
193054,38.710769,,24,
193054,38.711477,,25,
193054,38.712478,,26,
193054,38.712761,,27,
193054,38.713735,,28,
193054,38.714509,,29,
193054,38.715105,,30,
193054,38.715461,,31,
193054,38.714973,,32,
193054,38.714282,,33,
193055,38.7192,,1,
193055,38.721997,,2,
193055,38.723434,,3,
193055,38.723116,,4,
193055,38.722311,,5,
193055,38.720979,,6,
193055,38.719221,,7,
193055,38.717217,,8,
193055,38.715036,,9,
193055,38.713507,,10,
193055,38.713085,,11,
193055,38.712182,,12,
193055,38.711314,,13,
193055,38.710166,,14,
193055,38.710052,,15,
193055,38.709669,,16,
193055,38.708072,,17,
193055,38.708265,,18,
193055,38.710323,,19,
193055,38.710788,,20,
193055,38.710801,,21,
193055,38.711046,,22,
193055,38.711029,,23,
193055,38.710769,,24,
193055,38.711477,,25,
193055,38.712478,,26,
193055,38.712761,,27,
193055,38.713209,,28,
193064,38.760471,,1,
193064,38.7587,,2,
193064,38.758296,,3,
193064,38.758347,,4,
193064,38.760559,,5,
193064,38.761519,,6,
193064,38.760927,,7,
193064,38.762359,,8,
193064,38.765286,,9,
193064,38.767445,,10,
193064,38.770538,,11,
193064,38.771901,,12,
193064,38.774421,,13,
193064,38.774755,,14,
193064,38.772557,,15,
193064,38.774067,,16,
193064,38.776734,,17,
193064,38.779376,,18,
193064,38.779021,,19,
193064,38.776677,,20,
193064,38.773706,,21,
193064,38.772449,,22,
193064,38.77096,,23,
193064,38.769084,,24,
193064,38.768162,,25,
193064,38.767825,,26,
193064,38.765768,,27,
193064,38.763482,,28,
193064,38.764307,,29,
193064,38.764046,,30,
193064,38.762169,,31,
193064,38.761606,,32,
193065,38.747181,,1,
193065,38.749498,,2,
193065,38.75303,,3,
193065,38.754392,,4,
193065,38.752813,,5,
193065,38.751742,,6,
193065,38.752056,,7,
193065,38.754621,,8,
193065,38.755985,,9,
193065,38.753727,,10,
193065,38.751952,,11,
193065,38.747965,,12,
193065,38.74634,,13,
193065,38.744135,,14,
193065,38.742463,,15,
193065,38.740649,,16,
193065,38.739916,,17,
193065,38.741602,,18,
193065,38.741858,,19,
193066,38.740314,,1,
193066,38.740737,,2,
193066,38.742408,,3,
193066,38.74446,,4,
193066,38.746554,,5,
193066,38.748168,,6,
193066,38.748776,,7,
193066,38.751998,,8,
193066,38.751696,,9,
193066,38.751639,,10,
193066,38.753003,,11,
193066,38.754428,,12,
193066,38.752992,,13,
193066,38.750878,,14,
193066,38.749671,,15,
193066,38.74801,,16,
193067,38.755985,,1,
193067,38.753727,,2,
193067,38.752537,,3,
193067,38.752188,,4,
193067,38.754945,,5,
193067,38.756424,,6,
193067,38.758117,,7,
193067,38.759256,,8,
193067,38.757395,,9,
193067,38.755319,,10,
193067,38.754164,,11,
193067,38.75276,,12,
193067,38.750273,,13,
193067,38.747106,,14,
193067,38.748202,,15,
193067,38.750265,,16,
193067,38.74897,,17,
193067,38.748776,,18,
193067,38.751998,,19,
193067,38.754621,,20,
193069,38.722638,,1,
193069,38.720461,,2,
193069,38.721811,,3,
193069,38.723521,,4,
193069,38.725767,,5,
193069,38.726935,,6,
193069,38.726065,,7,
193069,38.727234,,8,
193069,38.727195,,9,
193069,38.728519,,10,
193069,38.729893,,11,
193069,38.732437,,12,
193069,38.736504,,13,
193069,38.737505,,14,
193069,38.735827,,15,
193069,38.734349,,16,
193069,38.731365,,17,
193069,38.730263,,18,
193069,38.728861,,19,
193069,38.727485,,20,
193069,38.725664,,21,
193069,38.724406,,22,
193069,38.723685,,23,
193070,38.790431,,1,
193070,38.792269,,2,
193070,38.793117,,3,
193070,38.793142,,4,
193070,38.792433,,5,
193070,38.793772,,6,
193070,38.792387,,7,
193070,38.791616,,8,
193070,38.790472,,9,
193070,38.788414,,10,
193070,38.787177,,11,
193070,38.785717,,12,
193070,38.783577,,13,
193070,38.779204,,14,
193070,38.777283,,15,
193070,38.779867,,16,
193070,38.781551,,17,
193070,38.784567,,18,
193070,38.780517,,19,
193070,38.781867,,20,
193070,38.782077,,21,
193070,38.779498,,22,
193070,38.776091,,23,
193070,38.77467,,24,
193070,38.774463,,25,
193070,38.774243,,26,
193070,38.772451,,27,
193070,38.770263,,28,
193074,38.790754,,1,
193074,38.786956,,2,
193074,38.783906,,3,
193074,38.782499,,4,
193074,38.782533,,5,
193074,38.781322,,6,
193074,38.780583,,7,
193074,38.777133,,8,
193074,38.774855,,9,
193074,38.774761,,10,
193074,38.775888,,11,
193074,38.777468,,12,
193074,38.777491,,13,
193074,38.77467,,14,
193074,38.774463,,15,
193074,38.774243,,16,
193074,38.773945,,17,
193074,38.776384,,18,
193074,38.778831,,19,
193074,38.781219,,20,
193074,38.783832,,21,
193074,38.784331,,22,
193075,38.783778,,1,
193075,38.783695,,2,
193075,38.781507,,3,
193075,38.77836,,4,
193075,38.77596,,5,
193075,38.773466,,6,
193075,38.774165,,7,
193075,38.774183,,8,
193075,38.774906,,9,
193075,38.777309,,10,
193075,38.777362,,11,
193075,38.775899,,12,
193075,38.774611,,13,
193075,38.777283,,14,
193075,38.779867,,15,
193075,38.782699,,16,
193075,38.782956,,17,
193075,38.784138,,18,
193075,38.786852,,19,
193075,38.790399,,20,
193075,38.792433,,21,
193079,38.714218,,1,
193080,38.716169,,1,
193081,38.718659,,1,
193082,38.717845,,1,
193083,38.710764,,1,
193084,38.708556,,1,
193085,38.712053,,1,
193086,38.712136,,1,
193087,38.745561,,1,
193087,38.747564,,2,
193087,38.751261,,3,
193087,38.7548524879362,,4,
193087,38.756121,,5,
193087,38.7558732590481,,6,
193087,38.755971,,7,
193087,38.75627,,8,
193087,38.754683,,9,
193087,38.753915,,10,
193087,38.749355,,11,
193087,38.745559,,12,
193087,38.744161,,13,
193087,38.743135,,14,
193087,38.741259,,15,
193087,38.740201,,16,
193087,38.740335,,17,
193087,38.741399,,18,
193087,38.742419,,19,
193087,38.742725,,20,
193088,38.714841,,1,
193088,38.717568,,2,
193088,38.718568,,3,
193088,38.721114,,4,
193088,38.72282,,5,
193088,38.7211,,6,
193088,38.719939,,7,
193088,38.71791,,8,
193088,38.71529,,9,
193088,38.717054,,10,
193088,38.718539,,11,
193088,38.716325,,12,
193088,38.717314,,13,
193088,38.71537,,14,
193089,38.757625,,1,
193089,38.753913,,2,
193089,38.752125,,3,
193089,38.748985,,4,
193089,38.748173,,5,
193089,38.747738,,6,
193089,38.74738,,7,
193089,38.748551,,8,
193089,38.75019,,9,
193089,38.751631,,10,
193089,38.754345,,11,
193089,38.755433,,12,
193089,38.755984,,13,
193089,38.756121,,14,
193089,38.754522,,15,
193089,38.749664,,16,
193089,38.747745,,17,
193089,38.745266,,18,
193089,38.742544,,19,
193089,38.738826,,20,
193089,38.736776,,21,
193089,38.735177,,22,
193089,38.732207,,23,
193089,38.72932,,24,
193089,38.726425,,25,
193089,38.725345,,26,
193089,38.724206,,27,
193089,38.721557,,28,
193089,38.718883,,29,
193089,38.716991,,30,
193089,38.714399,,31,
193091,38.717115,,1,
193091,38.718568,,2,
193091,38.721114,,3,
193091,38.724023,,4,
193091,38.725309,,5,
193091,38.726242,,6,
193091,38.730337,,7,
193091,38.732261,,8,
193091,38.735087,,9,
193091,38.737727,,10,
193091,38.740566,,11,
193091,38.742127,,12,
193091,38.745561,,13,
193091,38.747564,,14,
193091,38.750867,,15,
193091,38.753612,,16,
193091,38.755949,,17,
193091,38.755759,,18,
193091,38.755724,,19,
193091,38.754113,,20,
193091,38.75281,,21,
193091,38.752813,,22,
193091,38.750002,,23,
193091,38.74719,,24,
193091,38.747651,,25,
193091,38.74999,,26,
193091,38.752318,,27,
193091,38.755632,,28,
193091,38.75859,,29,
193091,38.760667,,30,
193097,38.732509,,1,
193097,38.734679,,2,
193097,38.733084,,3,
193097,38.730838,,4,
193097,38.726199,,5,
193097,38.726359,,6,
193097,38.728512,,7,
193097,38.726812,,8,
193097,38.727591,,9,
193097,38.726686,,10,
193097,38.724903,,11,
193097,38.724996,,12,
193097,38.725429,,13,
193098,38.734679,,1,
193098,38.733084,,2,
193098,38.730838,,3,
193098,38.726199,,4,
193098,38.726359,,5,
193098,38.728512,,6,
193098,38.726812,,7,
193098,38.727591,,8,
193098,38.726686,,9,
193098,38.724903,,10,
193098,38.724996,,11,
193098,38.725429,,12,
193105,38.768475,,1,
193105,38.771557,,2,
193105,38.7745,,3,
193105,38.775044,,4,
193105,38.77424,,5,
193105,38.775077,,6,
193105,38.776049,,7,
193105,38.777166,,8,
193105,38.779376,,9,
193105,38.781644,,10,
193105,38.782368,,11,
193105,38.780466,,12,
193105,38.777801,,13,
193105,38.775838,,14,
193105,38.774514,,15,
193105,38.770196,,16,
193105,38.768962,,17,
193105,38.762109,,18,
193105,38.758253,,19,
193105,38.753794,,20,
193105,38.7519,,21,
193105,38.747994,,22,
193105,38.745198,,23,
193105,38.743292,,24,
193105,38.745576,,25,
193106,38.743412,,1,
193106,38.745694,,2,
193106,38.7496,,3,
193106,38.7526,,4,
193106,38.755087,,5,
193106,38.757914,,6,
193106,38.762168,,7,
193106,38.767825,,8,
193106,38.769828,,9,
193106,38.774126,,10,
193106,38.775956,,11,
193106,38.777854,,12,
193106,38.78099,,13,
193106,38.78265,,14,
193106,38.781403,,15,
193106,38.779131,,16,
193106,38.77707,,17,
193106,38.776092,,18,
193106,38.775372,,19,
193106,38.773794,,20,
193106,38.77478,,21,
193106,38.774377,,22,
193106,38.771328,,23,
193106,38.767173,,24,
193106,38.767759,,25,
193107,38.706332,,1,
193107,38.706414,,2,
193107,38.706516,,3,
193107,38.707333,,4,
193107,38.708901,,5,
193107,38.711006,,6,
193107,38.71339,,7,
193107,38.715028,,8,
193107,38.717518,,9,
193107,38.720279,,10,
193107,38.722668,,11,
193107,38.725295,,12,
193107,38.726545,,13,
193107,38.727535,,14,
193107,38.727432,,15,
193107,38.728017,,16,
193107,38.730821,,17,
193107,38.731224,,18,
193107,38.732666,,19,
193107,38.733227,,20,
193107,38.732653,,21,
193107,38.730546,,22,
193107,38.728365,,23,
193107,38.725037,,24,
193107,38.722732,,25,
193107,38.721291,,26,
193107,38.720385,,27,
193107,38.71678,,28,
193107,38.713735,,29,
193108,38.736944,,1,
193108,38.733227,,2,
193108,38.732653,,3,
193108,38.730546,,4,
193108,38.728365,,5,
193108,38.725037,,6,
193108,38.722732,,7,
193108,38.721291,,8,
193108,38.720385,,9,
193108,38.71678,,10,
193108,38.713735,,11,
193111,38.713531,,1,
193111,38.716375,,2,
193111,38.718064,,3,
193111,38.720461,,4,
193111,38.721811,,5,
193111,38.723521,,6,
193111,38.725767,,7,
193111,38.728363,,8,
193111,38.730551,,9,
193111,38.732109,,10,
193111,38.732735,,11,
193111,38.733256,,12,
193111,38.73246,,13,
193111,38.731387,,14,
193111,38.730844,,15,
193111,38.727798,,16,
193111,38.727609,,17,
193111,38.727769,,18,
193111,38.726621,,19,
193111,38.725156,,20,
193111,38.722917,,21,
193111,38.721689,,22,
193111,38.720033,,23,
193111,38.718085,,24,
193111,38.715277,,25,
193111,38.713484,,26,
193111,38.71118,,27,
193111,38.7086,,28,
193111,38.707443,,29,
193111,38.706386,,30,
193111,38.706331,,31,
193111,38.706244,,32,
193111,38.706011,,33,
193112,38.713531,,1,
193112,38.716375,,2,
193112,38.718064,,3,
193112,38.720461,,4,
193112,38.721811,,5,
193112,38.723521,,6,
193112,38.725767,,7,
193112,38.728363,,8,
193112,38.730551,,9,
193112,38.732109,,10,
193112,38.732735,,11,
193112,38.733256,,12,
193112,38.736552,,13,
193115,38.736947,,1,
193115,38.740196,,2,
193115,38.743412,,3,
193115,38.745694,,4,
193115,38.7496,,5,
193115,38.7526,,6,
193115,38.755087,,7,
193115,38.757914,,8,
193115,38.76237,,9,
193115,38.761222,,10,
193115,38.759756,,11,
193115,38.758756,,12,
193115,38.760349,,13,
193115,38.763031,,14,
193115,38.76494,,15,
193115,38.765938,,16,
193115,38.765188,,17,
193115,38.765286,,18,
193115,38.767445,,19,
193115,38.76769,,20,
193115,38.768475,,21,
193115,38.771557,,22,
193115,38.7745,,23,
193115,38.776134,,24,
193115,38.778753,,25,
193115,38.78067,,26,
193115,38.78218,,27,
193115,38.783173,,28,
193115,38.78597,,29,
193115,38.78825,,30,
193115,38.788751,,31,
193115,38.79164,,32,
193115,38.793773,,33,
193115,38.795695,,34,
193115,38.79417,,35,
193116,38.771557,,1,
193116,38.7745,,2,
193116,38.776134,,3,
193116,38.778753,,4,
193116,38.78067,,5,
193116,38.78218,,6,
193116,38.783173,,7,
193116,38.78597,,8,
193116,38.78825,,9,
193116,38.788751,,10,
193116,38.79164,,11,
193116,38.793773,,12,
193116,38.795695,,13,
193116,38.79417,,14,
193117,38.796319,,1,
193117,38.796217,,2,
193117,38.79348,,3,
193117,38.792078,,4,
193117,38.788861,,5,
193117,38.78585,,6,
193117,38.783205,,7,
193117,38.782218,,8,
193117,38.7806,,9,
193117,38.77871,,10,
193117,38.776025,,11,
193117,38.774377,,12,
193117,38.771328,,13,
193117,38.767173,,14,
193117,38.767814,,15,
193117,38.76811,,16,
193117,38.766947,,17,
193117,38.764899,,18,
193117,38.765475,,19,
193117,38.765779,,20,
193117,38.76501,,21,
193117,38.762169,,22,
193117,38.76151,,23,
193117,38.760471,,24,
193117,38.759038,,25,
193117,38.76015,,26,
193117,38.76162,,27,
193117,38.762109,,28,
193117,38.758253,,29,
193117,38.753794,,30,
193117,38.7519,,31,
193117,38.747994,,32,
193117,38.745198,,33,
193117,38.743292,,34,
193117,38.740514,,35,
193117,38.737184,,36,
193117,38.73246,,37,
193117,38.728781,,38,
193117,38.725579,,39,
193117,38.721948,,40,
193117,38.71916,,41,
193117,38.714831,,42,
193118,38.796319,,1,
193118,38.796217,,2,
193118,38.79348,,3,
193118,38.792078,,4,
193118,38.788861,,5,
193118,38.78585,,6,
193118,38.783205,,7,
193118,38.782218,,8,
193118,38.7806,,9,
193118,38.77871,,10,
193118,38.776025,,11,
193118,38.774377,,12,
193118,38.771328,,13,
193118,38.767173,,14,
193118,38.767814,,15,
193118,38.76811,,16,
193118,38.766947,,17,
193118,38.764899,,18,
193118,38.765475,,19,
193118,38.765779,,20,
193118,38.76501,,21,
193118,38.762169,,22,
193118,38.76151,,23,
193118,38.760471,,24,
193118,38.759038,,25,
193118,38.76015,,26,
193118,38.76162,,27,
193118,38.762109,,28,
193118,38.758253,,29,
193118,38.753794,,30,
193118,38.7519,,31,
193118,38.747994,,32,
193118,38.745198,,33,
193118,38.743292,,34,
193118,38.740514,,35,
193118,38.737184,,36,
193118,38.734426,,37,
193119,38.715976,,1,
193119,38.71974,,2,
193119,38.722917,,3,
193119,38.721689,,4,
193119,38.720033,,5,
193119,38.718338,,6,
193119,38.715773,,7,
193119,38.714509,,8,
193119,38.715461,,9,
193119,38.714973,,10,
193119,38.714697,,11,
193120,38.714841,,1,
193120,38.715321,,2,
193120,38.714409,,3,
193120,38.715563,,4,
193120,38.717691,,5,
193120,38.720279,,6,
193120,38.722668,,7,
193120,38.720248,,8,
193120,38.715437,,9,
193121,38.749591,,1,
193121,38.75014,,2,
193121,38.749293,,3,
193121,38.748556,,4,
193121,38.745584,,5,
193121,38.744709,,6,
193121,38.74417,,7,
193121,38.743146,,8,
193121,38.742409,,9,
193121,38.736157,,10,
193121,38.733988,,11,
193121,38.732465,,12,
193121,38.732341,,13,
193121,38.734796,,14,
193121,38.736992,,15,
193121,38.741635,,16,
193121,38.743861,,17,
193121,38.746263,,18,
193121,38.747879,,19,
193121,38.749742,,20,
193121,38.75199,,21,
193121,38.752877,,22,
193121,38.753872,,23,
193121,38.756312,,24,
193121,38.756731,,25,
193121,38.755788,,26,
193121,38.754205,,27,
193121,38.754302,,28,
193121,38.752901,,29,
193124,38.71245,,1,
193124,38.71399,,2,
193124,38.715389,,3,
193124,38.717738,,4,
193124,38.717713,,5,
193124,38.71822,,6,
193124,38.720204,,7,
193124,38.721226,,8,
193124,38.721459,,9,
193124,38.723908,,10,
193124,38.726348,,11,
193124,38.726423,,12,
193124,38.727337,,13,
193124,38.727609,,14,
193124,38.727769,,15,
193124,38.727757,,16,
193124,38.725565,,17,
193124,38.725307,,18,
193124,38.725911,,19,
193124,38.72792,,20,
193124,38.726425,,21,
193124,38.725345,,22,
193124,38.724206,,23,
193124,38.721557,,24,
193124,38.718893,,25,
193124,38.715817,,26,
193124,38.712593,,27,
193124,38.71099,,28,
193124,38.709586,,29,
193124,38.706573,,30,
193124,38.705178,,31,
193124,38.703507,,32,
193125,38.71245,,1,
193125,38.71399,,2,
193125,38.715389,,3,
193125,38.717738,,4,
193125,38.717713,,5,
193125,38.71822,,6,
193125,38.720204,,7,
193125,38.721226,,8,
193125,38.721459,,9,
193125,38.723908,,10,
193125,38.726348,,11,
193125,38.726423,,12,
193125,38.727337,,13,
193125,38.727609,,14,
193125,38.727769,,15,
193125,38.727757,,16,
193125,38.725565,,17,
193125,38.726155,,18,
193126,38.706636,,1,
193126,38.708922,,2,
193126,38.711074,,3,
193126,38.712831,,4,
193126,38.716395,,5,
193126,38.718755,,6,
193126,38.721114,,7,
193126,38.724023,,8,
193126,38.725309,,9,
193126,38.726242,,10,
193126,38.727591,,11,
193126,38.726686,,12,
193126,38.724903,,13,
193126,38.724659,,14,
193126,38.726214,,15,
193126,38.727463,,16,
193126,38.728351,,17,
193126,38.727535,,18,
193126,38.727432,,19,
193126,38.726012,,20,
193126,38.723421,,21,
193126,38.721287,,22,
193126,38.721081,,23,
193126,38.719177,,24,
193126,38.718043,,25,
193126,38.717615,,26,
193126,38.717879,,27,
193126,38.715436,,28,
193126,38.713862,,29,
193126,38.712352,,30,
193126,38.713548,,31,
193127,38.724659,,1,
193127,38.726214,,2,
193127,38.727463,,3,
193127,38.728351,,4,
193127,38.727535,,5,
193127,38.727432,,6,
193127,38.726012,,7,
193127,38.723421,,8,
193127,38.721287,,9,
193127,38.721081,,10,
193127,38.719177,,11,
193127,38.718043,,12,
193127,38.717615,,13,
193127,38.717879,,14,
193127,38.715436,,15,
193127,38.713862,,16,
193127,38.712352,,17,
193127,38.713548,,18,
193130,38.730838,,1,
193130,38.723469,,2,
193130,38.718668,,3,
193130,38.715921,,4,
193130,38.712414,,5,
193130,38.7081,,6,
193130,38.705883,,7,
193130,38.704975,,8,
193130,38.70458,,9,
193130,38.70448,,10,
193130,38.705388,,11,
193130,38.706695,,12,
193130,38.707704,,13,
193130,38.707337,,14,
193130,38.709305,,15,
193130,38.710984,,16,
193130,38.71229,,17,
193130,38.712761,,18,
193130,38.713883,,19,
193130,38.715563,,20,
193130,38.717485,,21,
193130,38.721257,,22,
193130,38.721471,,23,
193130,38.723216,,24,
193130,38.723867,,25,
193130,38.725223,,26,
193130,38.727762,,27,
193130,38.729532,,28,
193130,38.731142,,29,
193130,38.733413,,30,
193130,38.73479,,31,
193130,38.735936,,32,
193130,38.735008,,33,
193130,38.73511,,34,
193130,38.735192,,35,
193130,38.736753,,36,
193134,38.72365,,1,
193134,38.722308,,2,
193134,38.721175,,3,
193134,38.720269,,4,
193134,38.722331,,5,
193134,38.724517,,6,
193134,38.728043,,7,
193134,38.727522,,8,
193134,38.717518,,9,
193134,38.716954,,10,
193134,38.715715,,11,
193134,38.71157,,12,
193134,38.709701,,13,
193134,38.70893,,14,
193134,38.70621,,15,
193134,38.703155,,16,
193134,38.705217,,17,
193134,38.701946,,18,
193134,38.699795,,19,
193134,38.697257,,20,
193134,38.69738,,21,
193134,38.697367,,22,
193134,38.697994,,23,
193134,38.698587,,24,
193134,38.700037,,25,
193134,38.702215,,26,
193134,38.705394,,27,
193134,38.705883,,28,
193134,38.704975,,29,
