shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
193035,38.720327,-9.159051,29,
193035,38.720768,-9.15632,30,
193035,38.719915,-9.154695,31,
193035,38.717537,-9.151047,32,
193035,38.716657,-9.148516,33,
193035,38.715457,-9.145094,34,
193035,38.714502,-9.144355,35,
193035,38.71255,-9.143213,36,
193035,38.709942,-9.143156,37,
193035,38.708063,-9.143406,38,
193035,38.705772,-9.143901,39,
193039,38.70699,-9.142206,1,
193039,38.709676,-9.136384,2,
193039,38.714269,-9.139119,3,
193039,38.715976,-9.141625,4,
193039,38.71974,-9.145015,5,
193039,38.726303,-9.149265,6,
193039,38.728781,-9.147763,7,
193039,38.730498,-9.146706,8,
193039,38.733918,-9.144647,9,
193039,38.738339,-9.145823,10,
193039,38.742781,-9.146696,11,
193039,38.745929,-9.147482,12,
193039,38.747447,-9.14785,13,
193039,38.74999,-9.148348,14,
193039,38.752318,-9.149647,15,
193039,38.755632,-9.151441,16,
193039,38.75859,-9.154033,17,
193039,38.7611,-9.157183,18,
193039,38.764567,-9.157,19,
193039,38.767189,-9.157922,20,
193039,38.770342,-9.15971,21,
193039,38.773466,-9.161261,22,
193039,38.774165,-9.159754,23,
193039,38.774183,-9.156867,24,
193039,38.774244,-9.152181,25,
193039,38.774611,-9.147399,26,
193039,38.777283,-9.146433,27,
193039,38.779867,-9.148383,28,
193039,38.784567,-9.1515,29,
193039,38.77963,-9.151659,30,
193039,38.777133,-9.146467,31,
193039,38.779044,-9.144791,32,
193039,38.783567,-9.14325,33,
193039,38.78545,-9.1432,34,
193039,38.787177,-9.144598,35,
193039,38.787883,-9.146167,36,
193039,38.787514,-9.149095,37,
193039,38.790399,-9.150646,38,
193039,38.792433,-9.15025,39,
193039,38.794083,-9.152,40,
193039,38.796,-9.149367,41,
193039,38.798517,-9.147283,42,
193039,38.798043,-9.145343,43,
193040,38.7987,-9.14765,1,
193040,38.79595,-9.149517,2,
193040,38.7935,-9.15205,3,
193040,38.792267,-9.150767,4,
193040,38.790754,-9.150761,5,
193040,38.787328,-9.149174,6,
193040,38.78785,-9.145983,7,
193040,38.787177,-9.142515,8,
193040,38.785717,-9.142687,9,
193040,38.783577,-9.143382,10,
193040,38.779204,-9.144684,11,
193040,38.777283,-9.146433,12,
193040,38.77981,-9.151585,13,
193040,38.780183,-9.151478,14,
193040,38.780583,-9.1482,15,
193040,38.774761,-9.147431,16,
193040,38.774409,-9.151747,17,
193040,38.774463,-9.156902,18,
193040,38.774243,-9.15989,19,
193040,38.772642,-9.161176,20,
193040,38.770242,-9.159899,21,
193040,38.767652,-9.158362,22,
193040,38.765269,-9.15735,23,
193040,38.760937,-9.157327,24,
193040,38.757791,-9.155399,25,
193040,38.754021,-9.152637,26,
193040,38.752125,-9.151248,27,
193040,38.748985,-9.149486,28,
193040,38.747207,-9.14842,29,
193040,38.74465,-9.147815,30,
193040,38.741701,-9.146947,31,
193040,38.73847,-9.146113,32,
193040,38.733899,-9.14507,33,
193040,38.730371,-9.147066,34,
193040,38.72861,-9.148146,35,
193040,38.726623,-9.149521,36,
193040,38.720248,-9.145721,37,
193040,38.715631,-9.141918,38,
193040,38.714037,-9.139885,39,
193040,38.708372,-9.137739,40,
193040,38.707229,-9.141645,41,
193040,38.705474,-9.143463,42,
193045,38.706656,-9.143275,1,
193045,38.707592,-9.143346,2,
193045,38.710788,-9.143595,3,
193045,38.710801,-9.145324,4,
193045,38.712705,-9.145311,5,
193045,38.714902,-9.145893,6,
193045,38.716024,-9.14824,7,
193045,38.714839,-9.150155,8,
193045,38.714907,-9.151562,9,
193045,38.713484,-9.153328,10,
193045,38.71036,-9.152648,11,
193045,38.70862,-9.151762,12,
193045,38.708449,-9.147047,13,
193045,38.707239,-9.145022,14,
193046,38.710957,-9.142904,1,
193046,38.713181,-9.143334,2,
193046,38.714911,-9.144479,3,
193046,38.71657,-9.14811,4,
193046,38.71807,-9.15194,5,
193046,38.72045,-9.15539,6,
193046,38.721471,-9.156386,7,
193046,38.72387,-9.15962,8,
193046,38.725223,-9.159972,9,
193046,38.72739,-9.16145,10,
193046,38.726763,-9.161993,11,
193047,38.723993,-9.159783,1,
193047,38.723341,-9.159414,2,
193047,38.721516,-9.156541,3,
193047,38.71974,-9.15417,4,
193047,38.717537,-9.151047,5,
193047,38.71651,-9.14818,6,
193047,38.715457,-9.145094,7,
193047,38.714502,-9.144355,8,
193047,38.71255,-9.143213,9,
193047,38.710788,-9.143595,10,
193052,38.792078,-9.099371,1,
193052,38.788861,-9.09822,2,
193052,38.78585,-9.096799,3,
193052,38.783205,-9.095128,4,
193052,38.782218,-9.095744,5,
193052,38.7806,-9.096488,6,
193052,38.77871,-9.095356,7,
193052,38.776025,-9.095104,8,
193052,38.775044,-9.10224,9,
193052,38.769143,-9.1099,10,
193052,38.766947,-9.110173,11,
193052,38.764899,-9.109781,12,
193052,38.762853,-9.108451,13,
193052,38.763674,-9.103671,14,
193052,38.766835,-9.104004,15,
193052,38.768475,-9.098836,16,
193052,38.765975,-9.098179,17,
193052,38.762409,-9.098469,18,
193052,38.761089,-9.096441,19,
193052,38.758548,-9.097302,20,
193052,38.757411,-9.098171,21,
193052,38.755317,-9.096797,22,
193052,38.755026,-9.09661,23,
193053,38.757181,-9.098157,1,
193053,38.758483,-9.097139,2,
193053,38.761271,-9.096129,3,
193053,38.762504,-9.098108,4,
193053,38.766221,-9.097806,5,
193053,38.767173,-9.099085,6,
193053,38.766573,-9.104376,7,
193053,38.763444,-9.104088,8,
193053,38.762992,-9.107909,9,
193053,38.765286,-9.109616,10,
193053,38.767445,-9.110039,11,
193053,38.770538,-9.108669,12,
193053,38.773794,-9.10476,13,
193053,38.77478,-9.101771,14,
193053,38.775918,-9.094758,15,
193053,38.777196,-9.09427,16,
193053,38.77785,-9.092684,17,
193053,38.780644,-9.093862,18,
193053,38.781903,-9.094573,19,
193053,38.783173,-9.094082,20,
193053,38.78597,-9.09648,21,
193053,38.78825,-9.09796,22,
193053,38.788751,-9.099537,23,
193053,38.79164,-9.099204,24,
193053,38.793773,-9.097544,25,
193054,38.7192,-9.135564,1,
193054,38.721997,-9.135277,2,
193054,38.723434,-9.133834,3,
193054,38.723116,-9.132004,4,
193054,38.722311,-9.131069,5,
193054,38.720979,-9.130203,6,
193054,38.719221,-9.12988,7,
193054,38.717217,-9.129884,8,
193054,38.715036,-9.128831,9,
193054,38.713507,-9.128725,10,
193054,38.713085,-9.129708,11,
193054,38.712182,-9.130408,12,
193054,38.711314,-9.130714,13,
193054,38.710166,-9.13234,14,
193054,38.710052,-9.134268,15,
193054,38.709669,-9.137048,16,
193054,38.708072,-9.140464,17,
193054,38.708265,-9.141982,18,
193054,38.710323,-9.142011,19,
193054,38.710788,-9.143595,20,
193054,38.710801,-9.145324,21,
193054,38.711046,-9.147603,22,
193054,38.711029,-9.14984,23,
193054,38.710769,-9.151869,24,
193054,38.711477,-9.153191,25,
193054,38.712478,-9.155726,26,
193054,38.712761,-9.157436,27,
193054,38.713735,-9.16023,28,
193054,38.714509,-9.162113,29,
193054,38.715105,-9.163034,30,
193054,38.715461,-9.164532,31,
193054,38.714973,-9.166431,32,
193054,38.714282,-9.169519,33,
193055,38.7192,-9.135564,1,
193055,38.721997,-9.135277,2,
193055,38.723434,-9.133834,3,
193055,38.723116,-9.132004,4,
193055,38.722311,-9.131069,5,
193055,38.720979,-9.130203,6,
193055,38.719221,-9.12988,7,
193055,38.717217,-9.129884,8,
193055,38.715036,-9.128831,9,
193055,38.713507,-9.128725,10,
193055,38.713085,-9.129708,11,
193055,38.712182,-9.130408,12,
193055,38.711314,-9.130714,13,
193055,38.710166,-9.13234,14,
193055,38.710052,-9.134268,15,
193055,38.709669,-9.137048,16,
193055,38.708072,-9.140464,17,
193055,38.708265,-9.141982,18,
193055,38.710323,-9.142011,19,
193055,38.710788,-9.143595,20,
193055,38.710801,-9.145324,21,
193055,38.711046,-9.147603,22,
193055,38.711029,-9.14984,23,
193055,38.710769,-9.151869,24,
193055,38.711477,-9.153191,25,
193055,38.712478,-9.155726,26,
193055,38.712761,-9.157436,27,
193055,38.713209,-9.159841,28,
193064,38.760471,-9.111998,1,
193064,38.7587,-9.110542,2,
193064,38.758296,-9.108251,3,
193064,38.758347,-9.105644,4,
193064,38.760559,-9.105981,5,
193064,38.761519,-9.108292,6,
193064,38.760927,-9.110334,7,
193064,38.762359,-9.109549,8,
193064,38.765286,-9.109616,9,
193064,38.767445,-9.110039,10,
193064,38.770538,-9.108669,11,
193064,38.771901,-9.10987,12,
193064,38.774421,-9.11117,13,
193064,38.774755,-9.114195,14,
193064,38.772557,-9.113691,15,
193064,38.774067,-9.116782,16,
193064,38.776734,-9.117893,17,
193064,38.779376,-9.120132,18,
193064,38.779021,-9.117362,19,
193064,38.776677,-9.120043,20,
193064,38.773706,-9.119272,21,
193064,38.772449,-9.117945,22,
193064,38.77096,-9.11714,23,
193064,38.769084,-9.11732,24,
193064,38.768162,-9.11979,25,
193064,38.767825,-9.123378,26,
193064,38.765768,-9.124908,27,
193064,38.763482,-9.12281,28,
193064,38.764307,-9.120461,29,
193064,38.764046,-9.119032,30,
193064,38.762169,-9.116615,31,
193064,38.761606,-9.113671,32,
193065,38.747181,-9.104732,1,
193065,38.749498,-9.10488,2,
193065,38.75303,-9.105516,3,
193065,38.754392,-9.10876,4,
193065,38.752813,-9.110326,5,
193065,38.751742,-9.109488,6,
193065,38.752056,-9.112018,7,
193065,38.754621,-9.113711,8,
193065,38.755985,-9.113618,9,
193065,38.753727,-9.114232,10,
193065,38.751952,-9.114039,11,
193065,38.747965,-9.11292,12,
193065,38.74634,-9.112979,13,
193065,38.744135,-9.113686,14,
193065,38.742463,-9.112935,15,
193065,38.740649,-9.112059,16,
193065,38.739916,-9.110612,17,
193065,38.741602,-9.107882,18,
193065,38.741858,-9.108452,19,
193066,38.740314,-9.10983,1,
193066,38.740737,-9.111917,2,
193066,38.742408,-9.112752,3,
193066,38.74446,-9.113232,4,
193066,38.746554,-9.11281,5,
193066,38.748168,-9.112946,6,
193066,38.748776,-9.113487,7,
193066,38.751998,-9.113506,8,
193066,38.751696,-9.112043,9,
193066,38.751639,-9.109369,10,
193066,38.753003,-9.110313,11,
193066,38.754428,-9.109356,12,
193066,38.752992,-9.105705,13,
193066,38.750878,-9.104596,14,
193066,38.749671,-9.103355,15,
193066,38.74801,-9.103107,16,
193067,38.755985,-9.113618,1,
193067,38.753727,-9.114232,2,
193067,38.752537,-9.114734,3,
193067,38.752188,-9.116525,4,
193067,38.754945,-9.117953,5,
193067,38.756424,-9.120641,6,
193067,38.758117,-9.122929,7,
193067,38.759256,-9.124715,8,
193067,38.757395,-9.126546,9,
193067,38.755319,-9.126414,10,
193067,38.754164,-9.124885,11,
193067,38.75276,-9.123598,12,
193067,38.750273,-9.12389,13,
193067,38.747106,-9.119136,14,
193067,38.748202,-9.118425,15,
193067,38.750265,-9.117055,16,
193067,38.74897,-9.116184,17,
193067,38.748776,-9.113487,18,
193067,38.751998,-9.113506,19,
193067,38.754621,-9.113711,20,
193069,38.722638,-9.115664,1,
193069,38.720461,-9.117811,2,
193069,38.721811,-9.119966,3,
193069,38.723521,-9.121707,4,
193069,38.725767,-9.122426,5,
193069,38.726935,-9.124214,6,
193069,38.726065,-9.125523,7,
193069,38.727234,-9.125697,8,
193069,38.727195,-9.128395,9,
193069,38.728519,-9.130836,10,
193069,38.729893,-9.130941,11,
193069,38.732437,-9.130846,12,
193069,38.736504,-9.131137,13,
193069,38.737505,-9.127452,14,
193069,38.735827,-9.125687,15,
193069,38.734349,-9.125134,16,
193069,38.731365,-9.127094,17,
193069,38.730263,-9.124933,18,
193069,38.728861,-9.122193,19,
193069,38.727485,-9.119609,20,
193069,38.725664,-9.118899,21,
193069,38.724406,-9.117395,22,
193069,38.723685,-9.115432,23,
193070,38.790431,-9.159714,1,
193070,38.792269,-9.157564,2,
193070,38.793117,-9.155239,3,
193070,38.793142,-9.153117,4,
193070,38.792433,-9.15025,5,
193070,38.793772,-9.149873,6,
193070,38.792387,-9.148116,7,
193070,38.791616,-9.147414,8,
193070,38.790472,-9.144748,9,
193070,38.788414,-9.145346,10,
193070,38.787177,-9.142515,11,
193070,38.785717,-9.142687,12,
193070,38.783577,-9.143382,13,
193070,38.779204,-9.144684,14,
193070,38.777283,-9.146433,15,
193070,38.779867,-9.148383,16,
193070,38.781551,-9.148249,17,
193070,38.784567,-9.1515,18,
193070,38.780517,-9.153027,19,
193070,38.781867,-9.156967,20,
193070,38.782077,-9.158748,21,
193070,38.779498,-9.159451,22,
193070,38.776091,-9.159779,23,
193070,38.77467,-9.15583,24,
193070,38.774463,-9.156902,25,
193070,38.774243,-9.15989,26,
193070,38.772451,-9.161065,27,
193070,38.770263,-9.161281,28,
193074,38.790754,-9.150761,1,
193074,38.786956,-9.149941,2,
193074,38.783906,-9.151661,3,
193074,38.782499,-9.149458,4,
193074,38.782533,-9.147417,5,
193074,38.781322,-9.148061,6,
193074,38.780583,-9.1482,7,
193074,38.777133,-9.146467,8,
193074,38.774855,-9.147365,9,
193074,38.774761,-9.147431,10,
193074,38.775888,-9.150836,11,
193074,38.777468,-9.15202,12,
193074,38.777491,-9.154624,13,
193074,38.77467,-9.15583,14,
193074,38.774463,-9.156902,15,
193074,38.774243,-9.15989,16,
193074,38.773945,-9.161487,17,
193074,38.776384,-9.162745,18,
193074,38.778831,-9.163392,19,
193074,38.781219,-9.162964,20,
193074,38.783832,-9.164191,21,
193074,38.784331,-9.166208,22,
193075,38.783778,-9.164063,1,
193075,38.783695,-9.163513,2,
193075,38.781507,-9.16435,3,
193075,38.77836,-9.164296,4,
193075,38.77596,-9.16341,5,
193075,38.773466,-9.161261,6,
193075,38.774165,-9.159754,7,
193075,38.774183,-9.156867,8,
193075,38.774906,-9.155334,9,
193075,38.777309,-9.154756,10,
193075,38.777362,-9.152325,11,
193075,38.775899,-9.151296,12,
193075,38.774611,-9.147399,13,
193075,38.777283,-9.146433,14,
193075,38.779867,-9.148383,15,
193075,38.782699,-9.147194,16,
193075,38.782956,-9.149553,17,
193075,38.784138,-9.151314,18,
193075,38.786852,-9.149686,19,
193075,38.790399,-9.150646,20,
193075,38.792433,-9.15025,21,
193079,38.714218,-9.143906,1,
193080,38.716169,-9.142668,1,
193081,38.718659,-9.14013,1,
193082,38.717845,-9.14178,1,
193083,38.710764,-9.145802,1,
193084,38.708556,-9.146768,1,
193085,38.712053,-9.139588,1,
193086,38.712136,-9.139237,1,
193087,38.745561,-9.169345,1,
193087,38.747564,-9.170923,2,
193087,38.751261,-9.172132,3,
193087,38.7548524879362,-9.17379144215151,4,
193087,38.756121,-9.176447,5,
193087,38.7558732590481,-9.1774857987326,6,
193087,38.755971,-9.178862,7,
193087,38.75627,-9.181014,8,
193087,38.754683,-9.182339,9,
193087,38.753915,-9.181916,10,
193087,38.749355,-9.180237,11,
193087,38.745559,-9.18176,12,
193087,38.744161,-9.180108,13,
193087,38.743135,-9.180237,14,
193087,38.741259,-9.175967,15,
193087,38.740201,-9.173353,16,
193087,38.740335,-9.171908,17,
193087,38.741399,-9.173636,18,
193087,38.742419,-9.172408,19,
193087,38.742725,-9.167976,20,
193088,38.714841,-9.166506,1,
193088,38.717568,-9.166367,2,
193088,38.718568,-9.169549,3,
193088,38.721114,-9.167452,4,
193088,38.72282,-9.16681,5,
193088,38.7211,-9.16915,6,
193088,38.719939,-9.17255,7,
193088,38.71791,-9.17467,8,
193088,38.71529,-9.17551,9,
193088,38.717054,-9.173445,10,
193088,38.718539,-9.171635,11,
193088,38.716325,-9.172639,12,
193088,38.717314,-9.168987,13,
193088,38.71537,-9.16791,14,
193089,38.757625,-9.155281,1,
193089,38.753913,-9.152563,2,
193089,38.752125,-9.151248,3,
193089,38.748985,-9.149486,4,
193089,38.748173,-9.150075,5,
193089,38.747738,-9.152577,6,
193089,38.74738,-9.155252,7,
193089,38.748551,-9.157394,8,
193089,38.75019,-9.161581,9,
193089,38.751631,-9.167508,10,
193089,38.754345,-9.169218,11,
193089,38.755433,-9.169561,12,
193089,38.755984,-9.170861,13,
193089,38.756121,-9.176447,14,
193089,38.754522,-9.175604,15,
193089,38.749664,-9.172603,16,
193089,38.747745,-9.17126,17,
193089,38.745266,-9.169313,18,
193089,38.742544,-9.168598,19,
193089,38.738826,-9.168528,20,
193089,38.736776,-9.167456,21,
193089,38.735177,-9.165441,22,
193089,38.732207,-9.162741,23,
193089,38.72932,-9.162442,24,
193089,38.726425,-9.162436,25,
193089,38.725345,-9.163631,26,
193089,38.724206,-9.165266,27,
193089,38.721557,-9.167202,28,
193089,38.718883,-9.169679,29,
193089,38.716991,-9.169629,30,
193089,38.714399,-9.170026,31,
193091,38.717115,-9.169498,1,
193091,38.718568,-9.169549,2,
193091,38.721114,-9.167452,3,
193091,38.724023,-9.165377,4,
193091,38.725309,-9.163318,5,
193091,38.726242,-9.162287,6,
193091,38.730337,-9.162242,7,
193091,38.732261,-9.162434,8,
193091,38.735087,-9.165179,9,
193091,38.737727,-9.167631,10,
193091,38.740566,-9.167409,11,
193091,38.742127,-9.168798,12,
193091,38.745561,-9.169345,13,
193091,38.747564,-9.170923,14,
193091,38.750867,-9.173135,15,
193091,38.753612,-9.174539,16,
193091,38.755949,-9.175455,17,
193091,38.755759,-9.170455,18,
193091,38.755724,-9.168293,19,
193091,38.754113,-9.168961,20,
193091,38.75281,-9.167911,21,
193091,38.752813,-9.167915,22,
193091,38.750002,-9.159708,23,
193091,38.74719,-9.154625,24,
193091,38.747651,-9.151775,25,
193091,38.74999,-9.148348,26,
193091,38.752318,-9.149647,27,
193091,38.755632,-9.151441,28,
193091,38.75859,-9.154033,29,
193091,38.760667,-9.157545,30,
193097,38.732509,-9.171798,1,
193097,38.734679,-9.170232,2,
193097,38.733084,-9.169057,3,
193097,38.730838,-9.168603,4,
193097,38.726199,-9.170424,5,
193097,38.726359,-9.167668,6,
193097,38.728512,-9.16599,7,
193097,38.726812,-9.165069,8,
193097,38.727591,-9.161782,9,
193097,38.726686,-9.158574,10,
193097,38.724903,-9.154848,11,
193097,38.724996,-9.152672,12,
193097,38.725429,-9.151414,13,
193098,38.734679,-9.170232,1,
193098,38.733084,-9.169057,2,
193098,38.730838,-9.168603,3,
193098,38.726199,-9.170424,4,
193098,38.726359,-9.167668,5,
193098,38.728512,-9.16599,6,
193098,38.726812,-9.165069,7,
193098,38.727591,-9.161782,8,
193098,38.726686,-9.158574,9,
193098,38.724903,-9.154848,10,
193098,38.724996,-9.152672,11,
193098,38.725429,-9.151414,12,
193105,38.768475,-9.098836,1,
193105,38.771557,-9.097346,2,
193105,38.7745,-9.097095,3,
193105,38.775044,-9.10224,4,
193105,38.77424,-9.106243,5,
193105,38.775077,-9.111413,6,
193105,38.776049,-9.113543,7,
193105,38.777166,-9.116168,8,
193105,38.779376,-9.120132,9,
193105,38.781644,-9.119414,10,
193105,38.782368,-9.126004,11,
193105,38.780466,-9.125435,12,
193105,38.777801,-9.127073,13,
193105,38.775838,-9.126505,14,
193105,38.774514,-9.126151,15,
193105,38.770196,-9.127342,16,
193105,38.768962,-9.127978,17,
193105,38.762109,-9.129801,18,
193105,38.758253,-9.130187,19,
193105,38.753794,-9.130617,20,
193105,38.7519,-9.130818,21,
193105,38.747994,-9.131192,22,
193105,38.745198,-9.131547,23,
193105,38.743292,-9.132833,24,
193105,38.745576,-9.135208,25,
193106,38.743412,-9.132416,1,
193106,38.745694,-9.131128,2,
193106,38.7496,-9.13075,3,
193106,38.7526,-9.13046,4,
193106,38.755087,-9.130205,5,
193106,38.757914,-9.129931,6,
193106,38.762168,-9.129477,7,
193106,38.767825,-9.128712,8,
193106,38.769828,-9.126596,9,
193106,38.774126,-9.125878,10,
193106,38.775956,-9.126369,11,
193106,38.777854,-9.126845,12,
193106,38.78099,-9.124841,13,
193106,38.78265,-9.125214,14,
193106,38.781403,-9.120347,15,
193106,38.779131,-9.120172,16,
193106,38.77707,-9.1159,17,
193106,38.776092,-9.113833,18,
193106,38.775372,-9.110767,19,
193106,38.773794,-9.10476,20,
193106,38.77478,-9.101771,21,
193106,38.774377,-9.097532,22,
193106,38.771328,-9.097768,23,
193106,38.767173,-9.099085,24,
193106,38.767759,-9.100032,25,
193107,38.706332,-9.145278,1,
193107,38.706414,-9.149768,2,
193107,38.706516,-9.154488,3,
193107,38.707333,-9.154468,4,
193107,38.708901,-9.152939,5,
193107,38.711006,-9.153505,6,
193107,38.71339,-9.153158,7,
193107,38.715028,-9.154034,8,
193107,38.717518,-9.155222,9,
193107,38.720279,-9.153789,10,
193107,38.722668,-9.149384,11,
193107,38.725295,-9.146026,12,
193107,38.726545,-9.144979,13,
193107,38.727535,-9.140802,14,
193107,38.727432,-9.138457,15,
193107,38.728017,-9.13678,16,
193107,38.730821,-9.136858,17,
193107,38.731224,-9.135711,18,
193107,38.732666,-9.134208,19,
193107,38.733227,-9.132798,20,
193107,38.732653,-9.130557,21,
193107,38.730546,-9.127489,22,
193107,38.728365,-9.124673,23,
193107,38.725037,-9.122398,24,
193107,38.722732,-9.121495,25,
193107,38.721291,-9.119838,26,
193107,38.720385,-9.118108,27,
193107,38.71678,-9.119137,28,
193107,38.713735,-9.122519,29,
193108,38.736944,-9.133994,1,
193108,38.733227,-9.132798,2,
193108,38.732653,-9.130557,3,
193108,38.730546,-9.127489,4,
193108,38.728365,-9.124673,5,
193108,38.725037,-9.122398,6,
193108,38.722732,-9.121495,7,
193108,38.721291,-9.119838,8,
193108,38.720385,-9.118108,9,
193108,38.71678,-9.119137,10,
193108,38.713735,-9.122519,11,
193111,38.713531,-9.123471,1,
193111,38.716375,-9.120627,2,
193111,38.718064,-9.118806,3,
193111,38.720461,-9.117811,4,
193111,38.721811,-9.119966,5,
193111,38.723521,-9.121707,6,
193111,38.725767,-9.122426,7,
193111,38.728363,-9.124347,8,
193111,38.730551,-9.127102,9,
193111,38.732109,-9.128295,10,
193111,38.732735,-9.130411,11,
193111,38.733256,-9.132478,12,
193111,38.73246,-9.134401,13,
193111,38.731387,-9.136152,14,
193111,38.730844,-9.137709,15,
193111,38.727798,-9.137629,16,
193111,38.727609,-9.139778,17,
193111,38.727769,-9.142964,18,
193111,38.726621,-9.145091,19,
193111,38.725156,-9.146197,20,
193111,38.722917,-9.149263,21,
193111,38.721689,-9.151571,22,
193111,38.720033,-9.155122,23,
193111,38.718085,-9.155515,24,
193111,38.715277,-9.154382,25,
193111,38.713484,-9.153328,26,
193111,38.71118,-9.153709,27,
193111,38.7086,-9.153095,28,
193111,38.707443,-9.154485,29,
193111,38.706386,-9.154247,30,
193111,38.706331,-9.149936,31,
193111,38.706244,-9.145024,32,
193111,38.706011,-9.144059,33,
193112,38.713531,-9.123471,1,
193112,38.716375,-9.120627,2,
193112,38.718064,-9.118806,3,
193112,38.720461,-9.117811,4,
193112,38.721811,-9.119966,5,
193112,38.723521,-9.121707,6,
193112,38.725767,-9.122426,7,
193112,38.728363,-9.124347,8,
193112,38.730551,-9.127102,9,
193112,38.732109,-9.128295,10,
193112,38.732735,-9.130411,11,
193112,38.733256,-9.132478,12,
193112,38.736552,-9.133523,13,
193115,38.736947,-9.13372,1,
