shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
193166,38.745286,-9.197952,11,
193166,38.744709,-9.198851,12,
193166,38.742099,-9.200101,13,
193166,38.736157,-9.205458,14,
193166,38.735625,-9.203037,15,
193166,38.734482,-9.202195,16,
193166,38.732182,-9.203354,17,
193166,38.730482,-9.203878,18,
193166,38.72618,-9.196286,19,
193166,38.725342,-9.194078,20,
193166,38.723391,-9.187149,21,
193166,38.719499,-9.185219,22,
193166,38.716472,-9.183745,23,
193166,38.713796,-9.181599,24,
193166,38.709538,-9.179578,25,
193166,38.706582,-9.178837,26,
193167,38.7632,-9.197816,1,
193167,38.757659,-9.20471,2,
193167,38.756304,-9.203952,3,
193167,38.756731,-9.201134,4,
193167,38.755788,-9.19982,5,
193167,38.754205,-9.197771,6,
193167,38.752866,-9.196814,7,
193167,38.751435,-9.19749,8,
193167,38.749293,-9.19767,9,
193167,38.747781,-9.197821,10,
193167,38.745286,-9.197952,11,
193167,38.744709,-9.198851,12,
193167,38.742099,-9.200101,13,
193167,38.736157,-9.205458,14,
193167,38.735625,-9.203037,15,
193167,38.731455,-9.197463,16,
193167,38.73271,-9.193608,17,
193167,38.73296,-9.191927,18,
193167,38.732565,-9.189763,19,
193167,38.728692,-9.190766,20,
193167,38.725342,-9.194078,21,
193167,38.723391,-9.187149,22,
193167,38.719499,-9.185219,23,
193167,38.716472,-9.183745,24,
193167,38.713796,-9.181599,25,
193167,38.709538,-9.179578,26,
193167,38.706582,-9.178837,27,
193168,38.7632,-9.197816,1,
193168,38.757659,-9.20471,2,
193168,38.756304,-9.203952,3,
193168,38.756731,-9.201134,4,
193168,38.755788,-9.19982,5,
193168,38.754205,-9.197771,6,
193168,38.752866,-9.196814,7,
193168,38.751435,-9.19749,8,
193168,38.749293,-9.19767,9,
193168,38.747781,-9.197821,10,
193168,38.745286,-9.197952,11,
193168,38.744709,-9.198851,12,
193168,38.742099,-9.200101,13,
193168,38.736157,-9.205458,14,
193168,38.735625,-9.203037,15,
193168,38.734482,-9.202195,16,
193168,38.732182,-9.203354,17,
193168,38.730482,-9.203878,18,
193168,38.72618,-9.196286,19,
193168,38.725342,-9.194078,20,
193168,38.723391,-9.187149,21,
193168,38.719499,-9.185219,22,
193168,38.716472,-9.183745,23,
193168,38.713796,-9.181599,24,
193168,38.709538,-9.179578,25,
193168,38.706582,-9.178837,26,
193168,38.702423,-9.180325,27,
193170,38.768475,-9.098836,1,
193170,38.771557,-9.097346,2,
193170,38.7745,-9.097095,3,
193170,38.775044,-9.10224,4,
193170,38.77424,-9.106243,5,
193170,38.776265,-9.111018,6,
193170,38.777535,-9.113185,7,
193170,38.779231,-9.116263,8,
193170,38.781644,-9.119414,9,
193170,38.783563,-9.124536,10,
193170,38.785864,-9.123835,11,
193170,38.788411,-9.123737,12,
193170,38.790108,-9.123886,13,
193170,38.791228,-9.120914,14,
193170,38.792745,-9.121603,15,
193171,38.768475,-9.098836,1,
193171,38.771557,-9.097346,2,
193171,38.7745,-9.097095,3,
193171,38.775044,-9.10224,4,
193171,38.77424,-9.106243,5,
193171,38.775077,-9.111413,6,
193171,38.776049,-9.113543,7,
193171,38.777166,-9.116168,8,
193171,38.779376,-9.120132,9,
193171,38.781644,-9.119414,10,
193171,38.783563,-9.124536,11,
193171,38.785864,-9.123835,12,
193171,38.788411,-9.123737,13,
193171,38.790108,-9.123886,14,
193171,38.791228,-9.120914,15,
193171,38.792745,-9.121603,16,
193172,38.791489,-9.123335,1,
193172,38.790195,-9.123126,2,
193172,38.788306,-9.123888,3,
193172,38.786098,-9.12392,4,
193172,38.783924,-9.124792,5,
193172,38.781403,-9.120347,6,
193172,38.779063,-9.116294,7,
193172,38.77758,-9.113709,8,
193172,38.775849,-9.111081,9,
193172,38.773794,-9.10476,10,
193172,38.77478,-9.101771,11,
193172,38.774377,-9.097532,12,
193172,38.771328,-9.097768,13,
193172,38.767173,-9.099085,14,
193172,38.76799,-9.100009,15,
193173,38.791489,-9.123335,1,
193173,38.790195,-9.123126,2,
193173,38.788306,-9.123888,3,
193173,38.786098,-9.12392,4,
193173,38.783924,-9.124792,5,
193173,38.781403,-9.120347,6,
193173,38.779131,-9.120172,7,
193173,38.77707,-9.1159,8,
193173,38.776092,-9.113833,9,
193173,38.775372,-9.110767,10,
193173,38.773794,-9.10476,11,
193173,38.77478,-9.101771,12,
193173,38.774377,-9.097532,13,
193173,38.771328,-9.097768,14,
193173,38.767173,-9.099085,15,
193173,38.76799,-9.100009,16,
193174,38.721553,-9.129722,1,
193174,38.723908,-9.132035,2,
193174,38.726348,-9.132704,3,
193174,38.726423,-9.135573,4,
193174,38.728017,-9.13678,5,
193174,38.730821,-9.136858,6,
193174,38.732556,-9.140995,7,
193174,38.73489,-9.141472,8,
193174,38.737695,-9.142834,9,
193174,38.737161,-9.146707,10,
193174,38.737521,-9.149518,11,
193174,38.739811,-9.151656,12,
193174,38.738738,-9.154039,13,
193174,38.738089,-9.159846,14,
193174,38.738336,-9.161962,15,
193174,38.738837,-9.164612,16,
193174,38.740566,-9.167409,17,
193174,38.742127,-9.168798,18,
193174,38.745561,-9.169345,19,
193174,38.747564,-9.170923,20,
193174,38.750867,-9.173135,21,
193174,38.753612,-9.174539,22,
193174,38.756594,-9.177394,23,
193174,38.75889,-9.180727,24,
193174,38.760246,-9.182883,25,
193174,38.7593,-9.187385,26,
193174,38.759741,-9.190918,27,
193174,38.760675,-9.194949,28,
193174,38.763985,-9.196592,29,
193174,38.765966,-9.198883,30,
193174,38.766846,-9.200963,31,
193174,38.766782,-9.20227,32,
193176,38.729131,-9.149321,1,
193176,38.731809,-9.151616,2,
193176,38.734589,-9.154005,3,
193176,38.73671,-9.155804,4,
193176,38.738089,-9.159846,5,
193176,38.738336,-9.161962,6,
193176,38.738837,-9.164612,7,
193176,38.740566,-9.167409,8,
193176,38.742127,-9.168798,9,
193176,38.745561,-9.169345,10,
193176,38.747564,-9.170923,11,
193176,38.750867,-9.173135,12,
193176,38.753612,-9.174539,13,
193176,38.756594,-9.177394,14,
193176,38.75889,-9.180727,15,
193176,38.760246,-9.182883,16,
193176,38.7593,-9.187385,17,
193176,38.759741,-9.190918,18,
193176,38.760675,-9.194949,19,
193176,38.763985,-9.196592,20,
193176,38.766042,-9.19818,21,
193176,38.768936,-9.195495,22,
193176,38.770957,-9.193403,23,
193176,38.771977,-9.190204,24,
193176,38.771076,-9.18924,25,
193176,38.769542,-9.189714,26,
193177,38.73671,-9.155804,1,
193177,38.738089,-9.159846,2,
193177,38.738336,-9.161962,3,
193177,38.738837,-9.164612,4,
193177,38.740566,-9.167409,5,
193177,38.742127,-9.168798,6,
193177,38.745561,-9.169345,7,
193177,38.747564,-9.170923,8,
193177,38.750867,-9.173135,9,
193177,38.753612,-9.174539,10,
193177,38.756594,-9.177394,11,
193177,38.75889,-9.180727,12,
193177,38.760246,-9.182883,13,
193177,38.7593,-9.187385,14,
193177,38.759741,-9.190918,15,
193177,38.760675,-9.194949,16,
193177,38.763985,-9.196592,17,
193177,38.766042,-9.19818,18,
193177,38.768936,-9.195495,19,
193177,38.770957,-9.193403,20,
193177,38.771977,-9.190204,21,
193177,38.771076,-9.18924,22,
193177,38.769542,-9.189714,23,
193179,38.765895,-9.201189,1,
193179,38.764423,-9.19981,2,
193179,38.760594,-9.196147,3,
193179,38.760328,-9.19414,4,
193179,38.759443,-9.190177,5,
193179,38.759429,-9.186839,6,
193179,38.76002,-9.182754,7,
193179,38.75826,-9.179998,8,
193179,38.756639,-9.177825,9,
193179,38.754522,-9.175604,10,
193179,38.749664,-9.172603,11,
193179,38.747745,-9.17126,12,
193179,38.745266,-9.169313,13,
193179,38.742544,-9.168598,14,
193179,38.739162,-9.167512,15,
193179,38.73864,-9.164591,16,
193179,38.738157,-9.161844,17,
193179,38.738047,-9.158525,18,
193179,38.737789,-9.155548,19,
193179,38.739756,-9.151213,20,
193179,38.737902,-9.149888,21,
193179,38.736137,-9.149481,22,
193179,38.735008,-9.146288,23,
193179,38.734584,-9.141578,24,
193179,38.732123,-9.141056,25,
193179,38.730844,-9.137709,26,
193179,38.727798,-9.137629,27,
193179,38.726012,-9.134327,28,
193179,38.723421,-9.131793,29,
193179,38.721312,-9.129397,30,
193179,38.721806,-9.128761,31,
193181,38.770971,-9.188971,1,
193181,38.772226,-9.190738,2,
193181,38.770992,-9.19358,3,
193181,38.768801,-9.19581,4,
193181,38.76512,-9.198847,5,
193181,38.760594,-9.196147,6,
193181,38.760328,-9.19414,7,
193181,38.759443,-9.190177,8,
193181,38.759429,-9.186839,9,
193181,38.76002,-9.182754,10,
193181,38.75826,-9.179998,11,
193181,38.756639,-9.177825,12,
193181,38.754522,-9.175604,13,
193181,38.749664,-9.172603,14,
193181,38.747745,-9.17126,15,
193181,38.745266,-9.169313,16,
193181,38.742544,-9.168598,17,
193181,38.739162,-9.167512,18,
193181,38.73864,-9.164591,19,
193181,38.738157,-9.161844,20,
193181,38.738047,-9.158525,21,
193181,38.736531,-9.155936,22,
193181,38.733517,-9.153389,23,
193181,38.731597,-9.151782,24,
193181,38.728985,-9.14957,25,
193181,38.727375,-9.149035,26,
193182,38.770971,-9.188971,1,
193182,38.772226,-9.190738,2,
193182,38.770992,-9.19358,3,
193182,38.768801,-9.19581,4,
193182,38.76512,-9.198847,5,
193182,38.760594,-9.196147,6,
193182,38.760328,-9.19414,7,
193182,38.759443,-9.190177,8,
193182,38.759429,-9.186839,9,
193182,38.76002,-9.182754,10,
193182,38.75826,-9.179998,11,
193182,38.756639,-9.177825,12,
193182,38.754522,-9.175604,13,
193182,38.749664,-9.172603,14,
193182,38.747745,-9.17126,15,
193182,38.745266,-9.169313,16,
193182,38.742544,-9.168598,17,
193182,38.739162,-9.167512,18,
193182,38.73864,-9.164591,19,
193182,38.738157,-9.161844,20,
193182,38.738047,-9.158525,21,
193182,38.737789,-9.155548,22,
193182,38.734589,-9.154005,23,
193183,38.745803,-9.13712,1,
193183,38.747571,-9.140831,2,
193183,38.749345,-9.142796,3,
193183,38.748711,-9.146651,4,
193183,38.746928,-9.14836,5,
193183,38.74465,-9.147815,6,
193183,38.741701,-9.146947,7,
193183,38.73847,-9.146113,8,
193183,38.733899,-9.14507,9,
193183,38.73013,-9.147215,10,
193183,38.72861,-9.148146,11,
193183,38.726623,-9.149521,12,
193183,38.724013,-9.150899,13,
193183,38.722236,-9.151987,14,
193183,38.720033,-9.155122,15,
193183,38.718085,-9.155515,16,
193183,38.715277,-9.154382,17,
193183,38.713484,-9.153328,18,
193183,38.71118,-9.153709,19,
193183,38.7086,-9.153095,20,
193183,38.706793,-9.15566,21,
193183,38.706432,-9.158633,22,
193183,38.705102,-9.161342,23,
193183,38.704613,-9.163596,24,
193183,38.704757,-9.167759,25,
193183,38.705294,-9.170672,26,
193183,38.706277,-9.173385,27,
193183,38.706209,-9.175557,28,
193183,38.704779,-9.177674,29,
193183,38.701991,-9.181041,30,
193183,38.699789,-9.18435,31,
193183,38.698466,-9.188384,32,
193183,38.697806,-9.191759,33,
193183,38.697506,-9.196012,34,
193183,38.697459,-9.198589,35,
193183,38.697728,-9.204514,36,
193183,38.700299,-9.20305,37,
193183,38.702353,-9.202269,38,
193183,38.705852,-9.202294,39,
193183,38.707304,-9.202516,40,
193183,38.70961,-9.203333,41,
193183,38.711041,-9.205791,42,
193183,38.711528,-9.20844,43,
193183,38.711011,-9.210817,44,
193183,38.709348,-9.21157,45,
193183,38.70913,-9.21431,46,
193185,38.74465,-9.147815,1,
193185,38.741701,-9.146947,2,
193185,38.73847,-9.146113,3,
193185,38.733899,-9.14507,4,
193185,38.73013,-9.147215,5,
193185,38.72861,-9.148146,6,
193185,38.726623,-9.149521,7,
193185,38.724013,-9.150899,8,
193185,38.722236,-9.151987,9,
193185,38.720033,-9.155122,10,
193185,38.718085,-9.155515,11,
193185,38.715277,-9.154382,12,
193185,38.713484,-9.153328,13,
193185,38.71118,-9.153709,14,
193185,38.7086,-9.153095,15,
193185,38.706793,-9.15566,16,
193185,38.706432,-9.158633,17,
193185,38.705102,-9.161342,18,
193185,38.704613,-9.163596,19,
193185,38.704757,-9.167759,20,
193185,38.705294,-9.170672,21,
193185,38.706277,-9.173385,22,
193185,38.706209,-9.175557,23,
193185,38.704779,-9.177674,24,
193185,38.701991,-9.181041,25,
193185,38.699789,-9.18435,26,
193185,38.698466,-9.188384,27,
193185,38.697806,-9.191759,28,
193185,38.697506,-9.196012,29,
193185,38.697459,-9.198589,30,
193185,38.697728,-9.204514,31,
193185,38.700299,-9.20305,32,
193185,38.702353,-9.202269,33,
193185,38.705852,-9.202294,34,
193185,38.707304,-9.202516,35,
193185,38.70961,-9.203333,36,
193185,38.711041,-9.205791,37,
193185,38.711528,-9.20844,38,
193185,38.711011,-9.210817,39,
193185,38.709348,-9.21157,40,
193185,38.70913,-9.21431,41,
193188,38.74465,-9.147815,1,
193188,38.741701,-9.146947,2,
193188,38.73847,-9.146113,3,
193188,38.733899,-9.14507,4,
193188,38.73013,-9.147215,5,
193188,38.72861,-9.148146,6,
193188,38.726623,-9.149521,7,
193188,38.724013,-9.150899,8,
193188,38.722236,-9.151987,9,
193188,38.720033,-9.155122,10,
193188,38.718085,-9.155515,11,
193188,38.715277,-9.154382,12,
193188,38.713484,-9.153328,13,
193188,38.71118,-9.153709,14,
193188,38.7086,-9.153095,15,
193188,38.706793,-9.15566,16,
193188,38.706432,-9.158633,17,
193188,38.705102,-9.161342,18,
193188,38.704613,-9.163596,19,
193188,38.704757,-9.167759,20,
193188,38.705294,-9.170672,21,
193188,38.706277,-9.173385,22,
193188,38.706209,-9.175557,23,
193188,38.704779,-9.177674,24,
193188,38.701991,-9.181041,25,
193188,38.699789,-9.18435,26,
193188,38.698466,-9.188384,27,
193188,38.697806,-9.191759,28,
193188,38.697506,-9.196012,29,
193188,38.697459,-9.198589,30,
193188,38.697728,-9.204514,31,
193188,38.700299,-9.20305,32,
193188,38.702353,-9.202269,33,
193188,38.705852,-9.202294,34,
193188,38.707304,-9.202516,35,
193188,38.70961,-9.203333,36,
193188,38.711041,-9.205791,37,
193188,38.711528,-9.20844,38,
193188,38.711011,-9.210817,39,
193188,38.709348,-9.21157,40,
193188,38.709821,-9.214984,41,
193188,38.711876,-9.214167,42,
193188,38.715797,-9.214703,43,
193188,38.716954,-9.213167,44,
193191,38.70893,-9.21435,1,
193191,38.709197,-9.211458,2,
193191,38.711324,-9.210373,3,
193191,38.711398,-9.208537,4,
193191,38.710869,-9.205382,5,
193191,38.710234,-9.2037,6,
193191,38.707418,-9.20263,7,
193191,38.705622,-9.202445,8,
193191,38.702452,-9.202531,9,
193191,38.700684,-9.203001,10,
193191,38.697252,-9.20367,11,
193191,38.697127,-9.200734,12,
193191,38.697367,-9.194168,13,
193191,38.697994,-9.190554,14,
193191,38.698587,-9.187398,15,
193191,38.700037,-9.183655,16,
193191,38.702215,-9.180677,17,
193191,38.705394,-9.17631,18,
193191,38.705883,-9.17271,19,
193191,38.704975,-9.170297,20,
193191,38.70458,-9.167364,21,
193191,38.70448,-9.164187,22,
193191,38.705388,-9.160486,23,
193191,38.706523,-9.157939,24,
193191,38.706648,-9.155753,25,
193191,38.707333,-9.154468,26,
193191,38.708901,-9.152939,27,
193191,38.711006,-9.153505,28,
193191,38.71339,-9.153158,29,
193191,38.715028,-9.154034,30,
193191,38.717518,-9.155222,31,
193191,38.719834,-9.155069,32,
193191,38.72213,-9.151801,33,
193191,38.724125,-9.150644,34,
193191,38.726634,-9.149093,35,
193191,38.728781,-9.147763,36,
193191,38.730225,-9.146875,37,
193191,38.733676,-9.144637,38,
193191,38.738339,-9.145823,39,
193191,38.742781,-9.146696,40,
193191,38.746112,-9.147539,41,
193191,38.747588,-9.147887,42,
193191,38.746928,-9.14836,43,
193211,38.734973,-9.118537,1,
193211,38.735295,-9.121261,2,
193211,38.735995,-9.122279,3,
193211,38.737971,-9.122437,4,
193211,38.738852,-9.12035,5,
193211,38.738069,-9.123407,6,
193211,38.738278,-9.124769,7,
193211,38.737559,-9.127728,8,
193211,38.734576,-9.128755,9,
193211,38.733214,-9.128345,10,
193211,38.731191,-9.127961,11,
193211,38.727195,-9.128395,12,
193211,38.725891,-9.130062,13,
193211,38.724368,-9.129621,14,
193211,38.721553,-9.129722,15,
193211,38.723908,-9.132035,16,
193211,38.726348,-9.132704,17,
193211,38.726423,-9.135573,18,
193211,38.723625,-9.137746,19,
193211,38.722417,-9.139842,20,
193211,38.722951,-9.141864,21,
193211,38.725027,-9.144017,22,
193211,38.726885,-9.145686,23,
193211,38.730127,-9.145438,24,
193211,38.730412,-9.143644,25,
193213,38.728749,-9.144555,1,
193213,38.726737,-9.145766,2,
193213,38.72499,-9.144184,3,
193213,38.722571,-9.141549,4,
193213,38.722234,-9.139723,5,
193213,38.723392,-9.137704,6,
193213,38.727273,-9.137947,7,
193213,38.726012,-9.134327,8,
193213,38.723421,-9.131793,9,
193213,38.722299,-9.129089,10,
193213,38.723879,-9.129382,11,
193213,38.725973,-9.129944,12,
193213,38.727613,-9.12821,13,
193213,38.730414,-9.127801,14,
193213,38.733835,-9.128411,15,
193213,38.734983,-9.128784,16,
193213,38.737505,-9.127452,17,
193213,38.737405,-9.124215,18,
193213,38.736015,-9.122939,19,
193213,38.735045,-9.121826,20,
193213,38.734159,-9.120836,21,
193213,38.732702,-9.122216,22,
193213,38.732656,-9.121479,23,
193217,38.779637,-9.104465,1,
193217,38.776416,-9.10278,2,
193217,38.775044,-9.10224,3,
193217,38.774425,-9.106036,4,
193217,38.774242,-9.111261,5,
193217,38.771711,-9.109989,6,
193217,38.769494,-9.112985,7,
193217,38.769084,-9.11732,8,
193217,38.766903,-9.119888,9,
193217,38.764046,-9.119032,10,
193217,38.762622,-9.119658,11,
193217,38.761704,-9.12209,12,
193217,38.762481,-9.130372,13,
193217,38.759463,-9.137137,14,
193217,38.758137,-9.141655,15,
193217,38.756315,-9.146929,16,
193217,38.754808,-9.152563,17,
193217,38.753847,-9.156517,18,
193217,38.750757,-9.158865,19,
193217,38.745341,-9.157034,20,
193217,38.743964,-9.15809,21,
193217,38.741672,-9.157342,22,
193217,38.741315,-9.160291,23,
193217,38.741222,-9.162522,24,
193217,38.742544,-9.168598,25,
193217,38.739162,-9.167512,26,
193217,38.73864,-9.164591,27,
193217,38.737569,-9.164504,28,
193218,38.754113,-9.168961,1,
193218,38.75281,-9.167911,2,
193218,38.752813,-9.167915,3,
193218,38.750002,-9.159708,4,
193218,38.745341,-9.157034,5,
193218,38.743964,-9.15809,6,
193218,38.741672,-9.157342,7,
193218,38.741315,-9.160291,8,
193218,38.741222,-9.162522,9,
193218,38.742577,-9.168298,10,
193220,38.724659,-9.150856,1,
193220,38.720248,-9.145721,2,
193220,38.715631,-9.141918,3,
193220,38.714037,-9.139885,4,
193220,38.710847,-9.138716,5,
193220,38.708372,-9.137739,6,
193220,38.707229,-9.141645,7,
193220,38.706332,-9.145278,8,
193220,38.706414,-9.149768,9,
193220,38.706142,-9.156011,10,
193220,38.70367,-9.162505,11,
193220,38.703447,-9.167728,12,
193220,38.704304,-9.173951,13,
193220,38.704742,-9.177635,14,
193220,38.701991,-9.181041,15,
193220,38.699789,-9.18435,16,
193220,38.698466,-9.188384,17,
193220,38.698228,-9.191358,18,
193220,38.699916,-9.19166,19,
193220,38.702159,-9.192675,20,
193220,38.703713,-9.195234,21,
193220,38.704932,-9.196728,22,
193220,38.704761,-9.198973,23,
193220,38.705761,-9.199872,24,
193220,38.705588,-9.203854,25,
193220,38.703877,-9.206563,26,
193220,38.705577,-9.207653,27,
193220,38.707362,-9.208612,28,
193220,38.709695,-9.208434,29,
193220,38.709348,-9.21157,30,
193220,38.709821,-9.214984,31,
193220,38.711876,-9.214167,32,
193220,38.715797,-9.214703,33,
193220,38.716954,-9.213167,34,
193222,38.715715,-9.214801,1,
193222,38.71157,-9.214863,2,
193222,38.709701,-9.215458,3,
193222,38.70893,-9.21435,4,
193222,38.709197,-9.211458,5,
193222,38.709519,-9.208465,6,
193222,38.707093,-9.208609,7,
193222,38.705217,-9.20769,8,
193222,38.704004,-9.206357,9,
193222,38.705361,-9.203187,10,
193222,38.705699,-9.199412,11,
193222,38.704699,-9.198663,12,
193222,38.70489,-9.196252,13,
193222,38.702934,-9.194745,14,
193222,38.701124,-9.192433,15,
193222,38.69973,-9.192686,16,
193222,38.697994,-9.190554,17,
193222,38.698587,-9.187398,18,
193222,38.700037,-9.183655,19,
193222,38.702215,-9.180677,20,
193222,38.704664,-9.177149,21,
193222,38.704145,-9.173823,22,
193222,38.703363,-9.167024,23,
193222,38.703508,-9.16273,24,
193222,38.706171,-9.155732,25,
193222,38.706331,-9.149936,26,
193222,38.706244,-9.145024,27,
193222,38.70699,-9.142206,28,
193222,38.709676,-9.136384,29,
193222,38.714269,-9.139119,30,
193222,38.716116,-9.141752,31,
193222,38.71974,-9.145015,32,
193222,38.726155,-9.150292,33,
193224,38.7192,-9.135564,1,
193224,38.721997,-9.135277,2,
193224,38.723434,-9.133834,3,
193224,38.723116,-9.132004,4,
193224,38.722311,-9.131069,5,
193224,38.721312,-9.129397,6,
193228,38.721553,-9.129722,1,
193228,38.722851,-9.13132,2,
193228,38.723908,-9.132035,3,
193228,38.723818,-9.133251,4,
193228,38.723561,-9.134471,5,
193228,38.722122,-9.135445,6,
193228,38.71916,-9.135736,7,
193228,38.714959,-9.13662,8,
193228,38.715498,-9.13604,9,
193233,38.70699,-9.142206,1,
193233,38.709676,-9.136384,2,
193233,38.714269,-9.139119,3,
193233,38.716116,-9.141752,4,
193233,38.71974,-9.145015,5,
193233,38.726634,-9.149093,6,
193233,38.728781,-9.147763,7,
193233,38.730498,-9.146706,8,
193233,38.733918,-9.144647,9,
193233,38.738523,-9.145875,10,
193233,38.742978,-9.146744,11,
193233,38.745929,-9.147482,12,
193233,38.747588,-9.147887,13,
193233,38.74999,-9.148348,14,
193233,38.752318,-9.149647,15,
193233,38.755632,-9.151441,16,
193233,38.75859,-9.154033,17,
193233,38.7611,-9.157183,18,
193233,38.764567,-9.157,19,
193233,38.767189,-9.157922,20,
193233,38.770342,-9.15971,21,
193233,38.773573,-9.161641,22,
193233,38.776384,-9.162745,23,
193233,38.778831,-9.163392,24,
193233,38.781219,-9.162964,25,
193233,38.783695,-9.163513,26,
193233,38.782917,-9.164697,27,
193233,38.789658,-9.1685,28,
193233,38.78695,-9.170417,29,
193233,38.785833,-9.172117,30,
193233,38.788629,-9.174957,31,
193233,38.786888,-9.176962,32,
193233,38.7861,-9.18321,33,
193236,38.786683,-9.180881,1,
193236,38.786992,-9.178145,2,
193236,38.788812,-9.175815,3,
193236,38.785833,-9.172117,4,
193236,38.785794,-9.169915,5,
193236,38.78213,-9.164747,6,
193236,38.77836,-9.164296,7,
193236,38.77596,-9.16341,8,
193236,38.772642,-9.161176,9,
193236,38.770242,-9.159899,10,
193236,38.767652,-9.158362,11,
193236,38.765269,-9.15735,12,
193236,38.760937,-9.157327,13,
193236,38.757625,-9.155281,14,
193236,38.753913,-9.152563,15,
193236,38.752125,-9.151248,16,
193236,38.748985,-9.149486,17,
193236,38.747207,-9.14842,18,
193236,38.745169,-9.147953,19,
193236,38.742981,-9.146742,20,
193236,38.738267,-9.146059,21,
193236,38.733625,-9.145091,22,
193236,38.730371,-9.147066,23,
193236,38.72861,-9.148146,24,
193236,38.726623,-9.149521,25,
193236,38.720248,-9.145721,26,
193236,38.715631,-9.141918,27,
193236,38.714037,-9.139885,28,
193236,38.710847,-9.138716,29,
193236,38.708372,-9.137739,30,
193236,38.707229,-9.141645,31,
193236,38.705474,-9.143463,32,
193240,38.710048,-9.135271,1,
193240,38.709761,-9.133769,2,
193240,38.710327,-9.13163,3,
193240,38.711944,-9.13091,4,
193240,38.71229,-9.13249,5,
193241,38.71179,-9.132885,1,
193241,38.711314,-9.130714,2,
193241,38.710166,-9.13234,3,
193241,38.710052,-9.134268,4,
193241,38.709944,-9.135962,5,
193241,38.713912,-9.13802,6,
193242,38.7548524879362,-9.17379144215151,1,
193242,38.755759,-9.170455,2,
193242,38.755724,-9.168293,3,
193242,38.754113,-9.168961,4,
193242,38.75281,-9.167911,5,
193242,38.752813,-9.167915,6,
193242,38.750002,-9.159708,7,
193242,38.751401,-9.158766,8,
193242,38.752841,-9.155919,9,
193242,38.753913,-9.152563,10,
193242,38.752125,-9.151248,11,
193242,38.748985,-9.149486,12,
193242,38.746928,-9.14836,13,
193242,38.74465,-9.147815,14,
193242,38.741701,-9.146947,15,
193242,38.73847,-9.146113,16,
193242,38.733899,-9.14507,17,
193242,38.73013,-9.147215,18,
193242,38.72861,-9.148146,19,
193242,38.726623,-9.149521,20,
193242,38.723893,-9.150981,21,
193242,38.722236,-9.151987,22,
193242,38.720082,-9.154841,23,
193242,38.718338,-9.156946,24,
193242,38.715773,-9.159581,25,
193242,38.713272,-9.162173,26,
193242,38.711391,-9.164369,27,
193242,38.709425,-9.166675,28,
193242,38.707018,-9.167629,29,
193242,38.703804,-9.168239,30,
193242,38.704304,-9.173951,31,
193242,38.704742,-9.177635,32,
193242,38.70518,-9.180955,33,
193242,38.704529,-9.183048,34,
193242,38.704189,-9.185534,35,
193242,38.702559,-9.187932,36,
193242,38.702359,-9.187987,37,
193243,38.70448,-9.184814,1,
193243,38.704105,-9.182771,2,
193243,38.705325,-9.180282,3,
193243,38.704664,-9.177149,4,
193243,38.704145,-9.173823,5,
193243,38.70419,-9.167958,6,
193243,38.707592,-9.167329,7,
193243,38.709861,-9.165858,8,
193243,38.712018,-9.163341,9,
193243,38.713163,-9.162023,10,
193243,38.715563,-9.160011,11,
193243,38.717485,-9.157329,12,
193243,38.719834,-9.155069,13,
193243,38.72213,-9.151801,14,
193243,38.724125,-9.150644,15,
193243,38.726634,-9.149093,16,
193243,38.728781,-9.147763,17,
193243,38.730225,-9.146875,18,
193243,38.733676,-9.144637,19,
193243,38.738339,-9.145823,20,
193243,38.742781,-9.146696,21,
193243,38.746112,-9.147539,22,
193243,38.747447,-9.14785,23,
193243,38.749795,-9.148247,24,
193243,38.752318,-9.149647,25,
193243,38.754808,-9.152563,26,
193243,38.753847,-9.156517,27,
193243,38.750757,-9.158865,28,
193243,38.75019,-9.161581,29,
193243,38.751631,-9.167508,30,
193243,38.754345,-9.169218,31,
193243,38.755433,-9.169561,32,
193243,38.755984,-9.170861,33,
193243,38.756121,-9.176447,34,
193243,38.754942,-9.175959,35,
193245,38.731925,-9.114974,1,
193245,38.731185,-9.111561,2,
193245,38.731019,-9.109655,3,
193245,38.729788,-9.108609,4,
193245,38.72825,-9.109645,5,
193245,38.726098,-9.112331,6,
193245,38.724477,-9.11383,7,
193245,38.723419,-9.115304,8,
193245,38.724615,-9.116386,9,
193245,38.725556,-9.118724,10,
193245,38.727703,-9.119648,11,
193245,38.729127,-9.122408,12,
193245,38.730618,-9.125341,13,
193245,38.732109,-9.128295,14,
193245,38.732735,-9.130411,15,
193245,38.733256,-9.132478,16,
193245,38.734137,-9.135759,17,
193245,38.73473,-9.13722,18,
193245,38.734898,-9.139609,19,
193245,38.737491,-9.140632,20,
193245,38.737695,-9.142834,21,
193245,38.737161,-9.146707,22,
193245,38.736542,-9.150584,23,
193245,38.734851,-9.152662,24,
193245,38.733335,-9.154744,25,
193245,38.730648,-9.157013,26,
193245,38.729089,-9.159208,27,
193245,38.726425,-9.162436,28,
193245,38.725345,-9.163631,29,
193245,38.724206,-9.165266,30,
193245,38.721557,-9.167202,31,
193245,38.718893,-9.171349,32,
193245,38.715817,-9.172782,33,
193245,38.712593,-9.173664,34,
193245,38.71099,-9.172416,35,
193245,38.709586,-9.171989,36,
193245,38.706573,-9.173485,37,
